Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,CB Rank (Company),Number of Funding Rounds,LinkedIn,Website,Founders
Block42,https://www.crunchbase.com/organization/block42-6632,"3D Technology, Android, Animation, Education, iOS, macOS, Software, Windows","Parramatta, New South Wales, Australia",Your first 3D ANIMATION MOVIE starts from here.,100000,AUD,75690,Seed,"72,479",1,https://www.linkedin.com/company/block42steam,https://www.block42.world,Richard Fu
Waterbear Cloud,https://www.crunchbase.com/organization/waterbear-cloud,Software,"Vancouver, British Columbia, Canada","Waterbear Cloud is an IT company that generates infrastructure code from a flexible, high-level configuration system.",100000,CAD,75668,Seed,"80,244",1,https://linkedin.com/company/waterbear-cloud,https://www.waterbear.cloud,"Kevin Lindsay, Kevin Teague"
VERKOOP,https://www.crunchbase.com/organization/verkoop,"E-Commerce, Internet, Marketplace, Mobile Apps, Software","New York, New York, United States","Mobile App, E-commerce, Marketplace",75000,USD,75000,Series A,"40,039",3,https://www.linkedin.com/company/verkoopstore/,https://www.verkoopstore.com,"Samantha Joshua, Sydney Roland A"
Socialeads,https://www.crunchbase.com/organization/socialeads,"Apps, Social Media, Software","Milwaukee, Wisconsin, United States","Socialeads is a platform that analyzes social media content for context, life events, and personality dimensions.",75000,USD,75000,Seed,"44,975",2,https://www.linkedin.com/company/socialeadsapp/,https://socialeads.com/,"Larry Hitchock, Matthew Salzer"
Hostie,https://www.crunchbase.com/organization/hostie,"Hospitality, Information Technology, Property Management, Real Estate, Software, Travel","Los Angeles, California, United States",Hostie takes the work out of hosting your airbnb by providing a professional network of cohosts and software tools to manage your property. ,75000,USD,75000,Seed,"59,672",1,https://www.linkedin.com/company/hostie-com/,https://hostie.com,Anthony Leonardo
Foo Muzik Liberty Syndicate,https://www.crunchbase.com/organization/foo-muzik,"Events, Music, Software","Dover, Delaware, United States",A music technology platform that enables artists to easily monetize their music.,100000,CAD,73909,Seed,"79,726",2,,http://foomuzik.com,
Tag Partners,https://www.crunchbase.com/organization/tag-partners,"E-Commerce, Information Technology, Innovation Management, Product Management, Professional Services, Retail Technology, Software","Melbourne, Victoria, Australia","Specialists, strategists, product and software delivery along with start-ups and emerging tech to launch the companies of tomorrow.",100000,AUD,70481,Seed,"86,472",1,https://www.linkedin.com/company/tagpartners,http://www.tagpartners.co,Stuart Oliver
Impruver,https://www.crunchbase.com/organization/impruver,"Enterprise Software, Industrial Engineering, Manufacturing, SaaS, Software","Roswell, Georgia, United States",Downtime Elimination Software for CPG Companies,70000,USD,70000,Seed,"72,131",1,,http://impruver.com,Calvin Williams
Alternative Derivatives Exchange,https://www.crunchbase.com/organization/alternative-derivatives-exchange,"Financial Services, FinTech, Information Technology, SaaS, Software","London, England, United Kingdom","Saas, Financial Exchange, Derivatives, FinTech, PaaS, Data",50000,GBP,61992,Seed,"62,458",1,https://www.linkedin.com/company/alternative-derivatives-exchange,https://www.alternativederivatives.com/,"Djordje Radic, Emir Kamber"
Apphive,https://www.crunchbase.com/organization/apphive,"Developer Tools, Mobile, Mobile Apps, Software","Toluca De Lerdo, Mexico, Mexico",Apphive is a drag and drop web mobile app builder platform which allows the users to create easy friendly mobile apps,60000,USD,60000,Seed,"38,955",2,https://www.linkedin.com/company/apphive/,https://apphive.io,Jonatan Vazquez Piña
Checkoutify,https://www.crunchbase.com/organization/checkoutify,"E-Commerce, Information Technology, Software","Beverly Hills, California, United States",A Omni-channel retention marketing and abandoned cart recovery platform for Shopify.,60000,USD,60000,Seed,"100,977",1,https://linkedin.com/company/checkoutify,https://checkoutify.co,Ash Ome
Trunk,https://www.crunchbase.com/organization/trunk-2,"Computer, Product Design, Software","Surry Hills, New South Wales, Australia",Trunk is building tools to help designers manage design files and collaborate with other designers. ,75000,AUD,58294,Seed,"41,831",1,https://www.linkedin.com/company/jointrunk/,https://jointrunk.com,"Chris Berry, Elliott Risby"
ThreeB IT,https://www.crunchbase.com/organization/threeb-it-gmbh,"Artificial Intelligence, Blockchain, Cloud Computing, Cloud Data Services, Image Recognition, Industrial Automation, Information Technology, Machine Learning, SaaS, Software","Ibbenbüren, Nordrhein-Westfalen, Germany",ThreeB IT is a german startup that runs a digital process management and automation SaaS platform for corporations of any industry and size.,50000,EUR,56327,Seed,"58,578",1,https://www.linkedin.com/company/threebit,https://threebit.io,"Thimo Buchheister, Thorsten Brügge"
Equinox Vision,https://www.crunchbase.com/organization/equinox-vision,"Advertising, Advertising Platforms, Augmented Reality, E-Commerce Platforms, Software","Zagreb, Grad Zagreb, Croatia",Augmented Reality mass deployment platform,50000,EUR,54952,Seed,"58,413",2,https://www.linkedin.com/company/equinox-vision/,https://equinox.vision/,Ivan Voras
Native Agtech,https://www.crunchbase.com/organization/native-3000,"Agriculture, Big Data, Information Technology, SaaS, Software","New York, New York, United States",Creating a transparent and sustainable food supply chain.,50000,USD,50000,Seed,"34,251",2,https://www.linkedin.com/company/nativetech,https://www.nativeag.io,"Frank Pica, Sarah Sanders"
CARL,https://www.crunchbase.com/organization/carl,"Apps, Artificial Intelligence, E-Learning, Finance, Financial Services, FinTech, Software, Trading Platform","New York, New York, United States",Investing platform. Access smart data-driven investment strategies,50000,USD,50000,Seed,"44,525",1,https://www.linkedin.com/company/invest-with-carl/,http://investwithcarl.com,"Cy Smith, Gunnar Cuevas"
DarkHorse,https://www.crunchbase.com/organization/darkhorse-05c3,"Big Data, Computer Vision, Hardware, Machine Learning, SaaS, Software, Sports","Redwood City, California, United States","The first automated Sports Operating System.  Integrated Vision and IoT-SaaS real-time solution with actionable, contextual, insights",50000,USD,50000,Seed,"50,239",2,https://www.linkedin.com/company/sonador-inc/?viewAsMember=true,https://www.thedarkhorse.io/,"Billy Brush, Juan Delgado"
Addika,https://www.crunchbase.com/organization/addika,"Financial Services, FinTech, Personal Finance, Software, Wealth Management","Zapopan, Jalisco, Mexico","Financial technology company that provides a software that integrates, protects and consolidates wealth information.",50000,USD,50000,Seed,"62,222",1,,http://addika.io,Edmundo Elias
Sertifier,https://www.crunchbase.com/organization/sertifier,"E-Learning, SaaS, Web Apps","Istanbul, Istanbul, Turkey","SaaS, Web Application, E-learning, Educatian Credentials",50000,USD,50000,Seed,"62,849",1,https://www.linkedin.com/company/sertifier/,https://www.sertifier.com/en,Arda Helvacılar
Mazmobi,https://www.crunchbase.com/organization/mazmobi,"Information Technology, Marketplace, Software","Mexico City, Distrito Federal, Mexico",Marketplace and SAAS for Corporate Mobility on a MAAS strategy,50000,USD,50000,Seed,"69,170",1,https://www.linkedin.com/company/mazmobi,http://www.maz.mobi,Javier Amozurrutia
GraffitiTagr.com,https://www.crunchbase.com/organization/graffititagr-com,"Apps, Artificial Intelligence, Big Data, Crowdsourcing, Geospatial, Image Recognition, Machine Learning, Mapping Services, Mobile Apps, SaaS","Roskilde, Sjelland, Denmark",Free your city from illegal graffiti,50000,USD,50000,Seed,"71,014",2,http://www.linkedin.com/company/GraffitiTagr/,https://www.GraffitiTagr.com,Jakob Adeltoft
Ovrpass,https://www.crunchbase.com/organization/ovrpass,"Human Resources, SaaS, Software","Montreal, Quebec, Canada",Recruitment marketing chatbot platform for multi-location businesses with shift workers. Collect better candidates for a better ROI.,50000,USD,50000,Seed,"71,908",1,https://www.linkedin.com/company/ovrpass/,https://ovrpass.com,"Chris Defour, Mark Methot, Mat Diab"
Manufacturefy,https://www.crunchbase.com/organization/manufacturefy,"Artificial Intelligence, Information Technology, Internet, Manufacturing, Software","Palm Beach, Florida, United States",Connecting creators directly with manufacturers across all industries and scales around the world.,50000,USD,50000,Seed,"72,733",1,,https://www.manufacturefy.com,Michael Lizanich
Kuberiter Inc,https://www.crunchbase.com/organization/kuberiter-inc,"Artificial Intelligence, Cloud Computing, Machine Learning, SaaS, Software","Seattle, Washington, United States","Kuberiter is an AI based devOps ecosystem that offers Kubeline, an SaaS model that enables the user to practice and implement DevOps.",50000,USD,50000,Seed,"79,540",1,http://www.linkedin.com/company/13637139,http://www.kuberiter.io,Lawrence Manickam
ServiceBot,https://www.crunchbase.com/organization/servicebot-software,"Home Services, SaaS, Software","Austin, Texas, United States",ServiceBot is a next generation software tool to manage home service businesses. ,50000,USD,50000,Seed,"85,831",1,https://www.linkedin.com/company/getservicebot,http://getservicebot.com,"Bill Doughty, Joseph Shiraz"
bluDOT,https://www.crunchbase.com/organization/bludot,"Facial Recognition, Image Recognition, Software","Denver, Colorado, United States",bluDOT is a customer loyalty program that uses advanced facial recognition technology.,50000,USD,50000,Seed,"85,968",1,https://www.linkedin.com/company/bludotloyalty/,http://bludotloyalty.com/,Brian Koenigberg
Vecticum,https://www.crunchbase.com/organization/vecticum,"SaaS, Software","Vilnius, Vilniaus Apskritis, Lithuania",Time saving tools for daily business tasks,40000,EUR,46566,Seed,"88,905",1,,http://www.vecticum.com,"Jaroslav Gil, Tomas Masiulis"
Alpha Blend Interactive,https://www.crunchbase.com/organization/alpha-blend-interactive,"Information Technology, Software, Video Games, Virtual Reality","Wickede, Nordrhein-Westfalen, Germany",Alpha Blend Interactive is a german game studio working on ChilloutVR and other games made to revolutionize the social VR & Desktop life.,40000,EUR,44791,Seed,"57,034",1,,https://abinteractive.net,Leon Kükel
Qnum Analytics,https://www.crunchbase.com/organization/qnum-analytics-pty-ltd,"Industrial Engineering, Information Technology, SaaS, Software","Delaware, Arkansas, United States",Qnum Analytics reduces in-movement inventory write-off losses while optimising the product yield,500000,ZAR,40316,Seed,"69,889",1,https://fr.linkedin.com/company/qnum,https://www.qnum.co.za/,
Data Duopoly,https://www.crunchbase.com/organization/data-duopoly,SaaS,"Penryn, Cornwall, United Kingdom",A visitor flow management platform for venues (SaaS/Mobile App),30000,GBP,38873,Seed,"64,728",2,https://www.linkedin.com/company/15872963/,https://www.dataduopoly.com/,
Detexian,https://www.crunchbase.com/organization/detexian,"Enterprise, Information Technology, SaaS, Security, Software","Melbourne, Victoria, Australia",Detexian detects security misconfigurations in SaaS solutions.,50000,AUD,36323,Seed,"47,158",3,https://www.linkedin.com/company/detexian-inc/,https://www.detexian.com/,"Adrian Kitto, Andy Budiman, Tan Huynh"
Quantibly,https://www.crunchbase.com/organization/quantibly,"Information Technology, SaaS, Software","New York, New York, United States","Quantibly, a SaaS solution, allows the social sector organizations to set standards, realize their successes, and measure their impact.",30000,USD,30000,Seed,"35,996",4,,https://www.quantibly.com,"Asad Zaman, Evelyn Mantilla, Rahuldeb Mukerji, Rebeca Oliva, Redwan Rahat, Stephen Forte"
SPEAKUS,https://www.crunchbase.com/organization/speakus,"Delivery, iOS, Robotics, SaaS, Software, Translation Service","Gorey, Wexford, Ireland",Interpretation Delivery Platform,30000,USD,30000,Seed,"78,005",1,https://www.linkedin.com/company/speakus/,https://speakus.club/,
Appitr,https://www.crunchbase.com/organization/appitr,"Android, Apps, Developer APIs, Developer Platform, Developer Tools, iOS, Mobile, Software, Software Engineering","Istanbul, Istanbul, Turkey",Appitr is a online tool to help you create native iOS and Android projects using JavaScript and React Native.,30000,USD,30000,Seed,"78,289",2,https://www.linkedin.com/company/appitr-teknoloji,https://appitr.com/,Yunus ÖZCAN
