Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,CB Rank (Company),Number of Funding Rounds,LinkedIn,Website,Founders
ClickShift,https://www.crunchbase.com/organization/clickshift,Software,"San Bruno, California, United States","ClickShift provides web-based software solution to monitor, measure and tune advertising campaigns in multiple online channels.",6000000,USD,6000000,Series A,"295,397",1,,http://clickshift.co.uk,
MessageVine,https://www.crunchbase.com/organization/messagevine,"Computer, Internet, Software","San Francisco, California, United States","MessageVine, Inc. provides messaging and presence based solutions to the communication industry.",6000000,USD,6000000,Series A,"691,288",1,,,Yoav Ilan
SlashNext,https://www.crunchbase.com/organization/slashnext,"Cyber Security, Security, Software","Pleasanton, California, United States","SlashNext is a computer and network security company that specializes in cybersecurity, cyber-attack detection, and IT solutions.",5999999,USD,5999999,Series A,"14,644",2,https://www.linkedin.com/company/slashnextinc/,https://www.slashnext.com/,Atif Mushtaq
Mind Foundry,https://www.crunchbase.com/organization/mind-foundry,"Artificial Intelligence, Consulting, Customer Service, Finance, Life Science, Machine Learning, Marketing, Product Management, Sales, Software","Oxford, Oxfordshire, United Kingdom",Mind Foundry is a spin out from the University of Oxford combining leading edge AI research with advanced software engineering,4500000,GBP,5979271,Seed,"15,138",3,https://www.linkedin.com/company/mind-foundry/,http://mindfoundry.ai/,"Michael Osborne, Stephen Roberts"
7shifts,https://www.crunchbase.com/organization/7shifts,"Mobile Apps, Restaurants, SaaS, Scheduling, Software","Saskatoon, Saskatchewan, Canada",7shifts is a restaurant employee scheduling software designed for the restaurant industry.,7900000,CAD,5976562,Series A,"6,776",4,https://www.linkedin.com/company/7shifts/,http://7shifts.com,Jordan Boesch
MessengerPeople,https://www.crunchbase.com/organization/messengerpeople,"Apps, B2B, Information Services, Information Technology, Messaging, Mobile, Small and Medium Businesses, Software","Munich, Bayern, Germany",MessengerPeople is one of the pioneering companies in professional messenger services.,5000000,EUR,5962503,Series A,"19,291",2,https://www.linkedin.com/company/messengerpeople/,http://www.messengerpeople.com,"Franz Buchenberger, Tobias Steinbrecher"
SEMDirector,https://www.crunchbase.com/organization/semdirector,"Marketing Automation, Search Engine, Software","San Diego, California, United States",SEMDirector designs and develops search marketing automation software solutions.,5950000,USD,5950000,Series A,"680,385",1,https://www.linkedin.com/company/rio-seo-automation-software,http://www.semdirector.com,
SMARTASSISTANT,https://www.crunchbase.com/organization/smartassistant,"Analytics, Developer Tools, E-Commerce, Enterprise Software, Mobile, Personalization, Retail, SaaS, Software","Vienna, Wien, Austria",SMARTASSISTANT is the leading Omni-channel Digital Advice technology,5000000,EUR,5946462,Series A,"25,304",4,http://www.linkedin.com/company/smart-information-systems,http://www.smartassistant.com,"Markus Linder, Martin Schliefnig, Svetlana Hollerer"
WealthKernel,https://www.crunchbase.com/organization/wealthkernel,"Asset Management, B2B, Developer APIs, Developer Platform, Enterprise, Finance, Financial Services, FinTech, Software, Trading Platform","London, England, United Kingdom",WealthKernel is a supplier of infrastructure for companies looking to offer digital investment services.,4500000,GBP,5870680,Series A,"13,231",3,https://www.linkedin.com/company/wealthkernel/,http://www.wealthkernel.com/,"Joe Campbell, Karan Shanmugarajah, Yannick Brunner"
Cloudalize,https://www.crunchbase.com/organization/cloudalize,"Artificial Intelligence, CAD, Cloud Computing, Computer, Enterprise Software, GPU, Information Technology, PaaS, Software, Virtual Desktop","Gent, Oost-Vlaanderen, Belgium",Unlimited GPU resources on demand & on any device,5000000,EUR,5842288,Series A,"14,181",12,http://www.linkedin.com/company/cloudalize,https://www.cloudalize.com/,"Benny Willen, Jeffrey Meesemaecker"
BuildOps,https://www.crunchbase.com/organization/buildops,"Commercial Real Estate, Information Technology, Mobile, SaaS, Software","Santa Monica, California, United States",Industry leading all-in-one software solution for subcontractors driving profitability through best-in-class technology,5800000,USD,5800000,Seed,"7,803",1,https://www.linkedin.com/company/buildops/,http://buildops.com/,"Alok Chanani, Neeraj Mittal, Steve Chew"
Zenysis,https://www.crunchbase.com/organization/zenysis,"Data Integration, Developer Platform, Machine Learning, Software","San Francisco, California, United States",Zenysis build the software that governments & international organizations need to confront some of the biggest challenges facing humanity.  ,5800000,USD,5800000,Series A,"15,166",2,https://www.linkedin.com/company/zenysis-technologies,http://www.zenysis.com,"Ian Webster, Jonathan Stambolis"
Perfect Price,https://www.crunchbase.com/organization/perfect-price,"Analytics, Artificial Intelligence, Big Data, Software","Oakland, California, United States",Perfect Price provides AI-based price optimization,5800000,USD,5800000,Seed,"16,870",1,https://www.linkedin.com/company/perfect-price/,http://perfectprice.com,"Alexander Shartsis, Youngin Shin"
SharpCloud Software,https://www.crunchbase.com/organization/sharpcloud,"Business Intelligence, Collaboration, Data Visualization, Digital Media, Enterprise Software, Innovation Management, Knowledge Management, Project Management, Risk Management, Software","London, England, United Kingdom","SharpCloud Software, simplifying complex business decisions",4500000,GBP,5768676,Series A,"21,901",2,http://www.linkedin.com/company/sharpcloud-software-ltd-,http://www.sharpcloud.com,"Rusty Johnson, Sarim Khan"
Open as App,https://www.crunchbase.com/organization/openasapp,"Apps, Content Creators, Creative Agency, Customer Service, Mobile, Software, Virtual Workforce","München, Bayern, Germany",Open as App allows to create and share apps based on your spreadsheets without any programming skills.,5200000,EUR,5725630,Series A,"14,394",4,https://www.linkedin.com/company/oaa365,https://www.openasapp.com/,Stephan Methner
Rydoo,https://www.crunchbase.com/organization/xpenditure,"Finance, SaaS, Software","Mechelen, Antwerpen, Belgium",Rydoo is a leading business expense and travel solution that automates and streamlines processes for high-growth companies and enterprise.,5700000,USD,5700000,Series A,"4,871",3,https://www.linkedin.com/company/rydoo/,http://www.rydoo.com,"Boris Bogaert, Wim Derkinderen"
Intelligo Group,https://www.crunchbase.com/organization/intelligo-group,"Artificial Intelligence, Financial Services, FinTech, Information Technology, Machine Learning, Risk Management, Software","New York, New York, United States",Background checks powered byAI & human intelligence. In only one click.,5700000,USD,5700000,Series A,"9,777",2,https://www.linkedin.com/company/5277950/,https://intelligo.ai,"Dana Rakovsky, Nadav Ellinson, Shlomo Mirvis"
ID R&D,https://www.crunchbase.com/organization/id-r-d,"Biometrics, Computer, Software","New York, New York, United States","ID R&D developer of biometric authentication for conversational interface (voice, behavioural).",5700000,USD,5700000,Series A,"15,940",2,https://www.linkedin.com/company/idr&d,http://www.idrnd.net,"Alexey Khitrov, Konstantin Simonchik"
Chromatik,https://www.crunchbase.com/organization/chromatik,"Apps, Audio, Media and Entertainment, Music, Software","Santa Monica, California, United States","Chromatik builds products for musicians to learn, play, and share the music they love.",5700000,USD,5700000,Series A,"16,853",2,http://www.linkedin.com/company/chromatik,http://www.chromatik.com,Matt Sandler
Critical Links,https://www.crunchbase.com/organization/critical-links,"Charter Schools, EdTech, Education, Enterprise Software, Software","Fairfield, New Jersey, United States",Critical Links provides networking and communication equipment for use in the small and medium enterprise IT infrastructure and for schools.,5700000,USD,5700000,Series A,"180,410",2,https://www.linkedin.com/company/critical-links/,http://www.critical-links.com,"Abdul Kasim, Abdul Kasim"
Simplifier,https://www.crunchbase.com/organization/itizzimo,"Augmented Reality, Enterprise Applications, Enterprise Software, Information Technology, Internet, Internet of Things, Software","Würzburg, Bayern, Germany",Simplifier is a web-based platform to configure and run integrated business applications.,5000000,EUR,5696687,Series A,"22,895",1,https://www.linkedin.com/company/itizzimo/,https://www.simplifier.io/en,"Christian Kleinschroth, Christopher Bouveret, Reza Etemadian"
Wizzcad,https://www.crunchbase.com/organization/wizzcad,"Construction, Project Management, Real Estate, SaaS, Software","Arpajon, Ile-de-France, France","The first Open BIM based platform for the digital transformation of all your construction projects, from design to operations & maintenance",5000000,EUR,5693249,Series A,"23,089",1,https://www.linkedin.com/company/wizzcad/?originalSubdomain=be,https://wizzcad.com/,"Cyril Perrin, Marc Germain"
Smart Protection,https://www.crunchbase.com/organization/smart-protection,"Customer Service, Cyber Security, Intellectual Property, Legal, Legal Tech, SaaS, Security, Software","Madrid, Madrid, Spain",Smart Protection keeps and protects intellectual and industrial property rights online.,5200000,EUR,5689558,Series A,"16,491",5,https://www.linkedin.com/company/smart-protection-assets-safe/,https://smartprotection.com,"Javier Capilla, Javier Perea, Manuel Moregal"
Didomi,https://www.crunchbase.com/organization/didomi,"Compliance, Information Technology, Privacy, Software","Paris, Ile-de-France, France",Didomi is a consent and preference management platform for collecting and leveraging user consents and preferences for businesses.,5000000,EUR,5667809,Series A,"7,981",1,https://www.linkedin.com/company/didomi/,https://www.didomi.io/en/,"Raphael Boukris, Romain Gauthier"
Therapixel,https://www.crunchbase.com/organization/therapixel,"Artificial Intelligence, Health Diagnostics, Medical Device, Software","Valbonne, Provence-Alpes-Cote d'Azur, France",Therapixel is a software company specialized in artificial intelligence for medical image analytics.,5000000,EUR,5666248,Series A,"20,837",2,https://www.linkedin.com/company/therapixel,http://www.therapixel.com/,"Olivier Clatz, Pierre Fillard"
Learning Possibilities,https://www.crunchbase.com/organization/learning-possibilities,"E-Learning, EdTech, Education, Information Technology, SaaS, Software","Elstree, Hertford, United Kingdom",Learning Possibilities develops and provides a cloud based school learning platform for education and government customers.,3900000,GBP,5634396,Series A,"37,845",1,https://www.linkedin.com/company/learning-possibilities-limited/,https://lpplus.com/,Mehool Sanghrajka
Arkera,https://www.crunchbase.com/organization/arkera,"Artificial Intelligence, Finance, Financial Services, FinTech, Machine Learning, Personal Finance, Software, Wealth Management","London, England, United Kingdom",Arkera helps companies increase revenues by empowering anyone to make exciting investment decisions they never imagined.,4000000,GBP,5602531,Series A,"17,712",1,https://www.linkedin.com/company/10266075/,https://www.arkera.ai,"Krishan Patel, Nav Gupta, Vinit Sahni"
Alphonso Inc,https://www.crunchbase.com/organization/alphonso-inc,"Ad Targeting, Advertising, Analytics, Big Data, Brand Marketing, Software","Mountain View, California, United States",Alphonso is a software company that offers TV data and measurement services for brands and agencies.,5600000,USD,5600000,Series A,"8,929",2,https://www.linkedin.com/company/alphonsoinc/,https://www.alphonso.tv,"Ashish Chordia, Dan Sun, Lampros Kalampoukas, Manish Gupta, Naren Sirugudi, Raghu Kodige, Ravi Sarma"
