Organization Name,Organization Name URL,Industries,Description,CB Rank (Company),LinkedIn,Website,Founders,Headquarters Location
TheJuice,https://www.crunchbase.com/organization/thejuice,E-Learning,The platform that helps teachers create awesome content automatically.,"917,671",https://www.linkedin.com/company/thejuice/,http://takethejuice.com/,"Jesús Martín, Lucas Menéndez","Madrid, Madrid, Spain"
Topknotch,https://www.crunchbase.com/organization/topknotch,"Beauty, Fashion, Lifestyle, Mobile, Women's",The best in hair made easy to find,"917,593",https://www.linkedin.com/company/25014025/,https://www.gettopknotch.com,Rochelle Cummings,"Toronto, Ontario, Canada"
Adelphi Executive Search & Recruitment,https://www.crunchbase.com/organization/adelphi-executive-search-recruitment,"Human Resources, Recruiting",Adelphi Executive Search & Recruitment offers recruitment & executive search solutions for pharma & medicine industry.,"917,583",https://www.linkedin.com/company/adelphi-executive-search-&-recruitment,http://www.adelphi-recruitment.com,,"Moscow, Moscow City, Russian Federation"
Compu-I TEENMANSZ,https://www.crunchbase.com/organization/compu-i-teenmansz,"Information Technology, Software, Web Design",Compu-IT offers laptops and PCs and also repair hardware and software problems.,"917,565",,http://www.compu-it.be,,"Olsene, Oost-Vlaanderen, Belgium"
Social Mission,https://www.crunchbase.com/organization/social-mission,"Marketing, Public Relations, Social",Social Mission is a cause marketing agency.,"917,476",https://www.linkedin.com/company/social-mission,http://www.socialmission.com.au/,,"Rosebery, New South Wales, Australia"
FoundMyRoom.com,https://www.crunchbase.com/organization/foundmyroom-com,"Service Industry, Travel, Web Browsers","We would like to ease the way for an exchange student to find the right, secure and fee-free flat or room in a new country.","917,404",https://www.linkedin.com/company/9486224,http://foundmyroom.com/,,"Hamburg, Hamburg, Germany"
Grussfabrik,https://www.crunchbase.com/organization/grussfabrik,"Consulting, Trading Platform",Grussfabrik provides global web shops through digital competence.,"917,395",https://www.linkedin.com/company/grussfabrik-ag/,http://grussfabrik.com/,,"Zürich, Zurich, Switzerland"
Datathon,https://www.crunchbase.com/organization/datathon,"Big Data, Information Services, Information Technology",Datathon is a information technology company located in St Catharines.,"917,288",https://www.linkedin.com/company/datathon,https://www.datathon.ca,,"Saint Catharines, Ontario, Canada"
Fourth Dimension,https://www.crunchbase.com/organization/fourth-dimension-59a0,"Medical, Software",Fourth Dimension is a medical software company.,"917,234",,https://fourthdimensionmed.com/,,"Louisville, Kentucky, United States"
Market building,https://www.crunchbase.com/organization/market-building,"Advertising, Marketing",Marketing services,"917,155",,https://market-building.com,,"Benga, Giurgiu, Romania"
Altug EKER,https://www.crunchbase.com/organization/altug-eker,"Management Consulting, Telecommunications",Altug EKER is a telecommunication and technology company.,"917,151",https://www.linkedin.com/company/altugekerconsultancyservices,http://www.altugeker.com.tr/,,"Üsküdar, Istanbul, Turkey"
Hi5 Solution,https://www.crunchbase.com/organization/hi5-solution,Education,Hi5 Solution is a education basec startup.,"917,076",,http://hi5solution.com/en,,"Helsinki, Southern Finland, Finland"
Project One Resour,https://www.crunchbase.com/organization/project-one-resour,Mineral,"Project One Resources is a mineral exploration company that deals in the acquisition, exploration & development business of resources.","917,075",,http://p1r.ca/,,"Vancouver, British Columbia, Canada"
GROTE Int.,https://www.crunchbase.com/organization/grote-int,"Automotive, Consulting, Health Care",Boutique media consultancy and content agency,"917,030",,https://www.groteinternational.com,Sebastian Grote,"Melbourne, Victoria, Australia"
MEDHYDROGEL,https://www.crunchbase.com/organization/medhydrogel,"Eyewear, Health Care, Medical Device",MEDHYDROGEL is a Medtech company that provides therapeutic contact lenses.,"916,804",https://www.linkedin.com/company/medhydrogel/,http://www.medhydrogel.com/,,"Riga, Riga, Latvia"
Adelson,https://www.crunchbase.com/organization/adelson,Employment,Employment Agency,"916,528",https://www.linkedin.com/company/adelsonhr/,https://adelonshr.com,,"Montreal, Quebec, Canada"
"Dunning, Kruger & Associates",https://www.crunchbase.com/organization/dunning-kruger-associates,Product Design,"DK&A is a product & service design and development studio, enabling innovation where it matters.","916,494",https://www.linkedin.com/company/dk&a/,,,"Helsinki, Southern Finland, Finland"
EasySalus,https://www.crunchbase.com/organization/easysalus,"Beauty, E-Commerce",EasySalus is a beauty products company.,"916,462",,http://www.easysalus.it/,,"Rome, Lazio, Italy"
Weblevels,https://www.crunchbase.com/organization/weblevels,"Advertising, Social Media, Web Design","Weblevels is a creative digital agency that offers google advertising, social media, whiteboard videos, and web design services.","916,393",,http://www.weblevels.be,,"Ranst, Antwerpen, Belgium"
Eibarrooms Auto Check-in,https://www.crunchbase.com/organization/eibarrooms-auto-check-in,"Hotel, Tourism",Eibarrooms Auto Check-in is a functional and cozy accommodation.,"916,351",,https://www.eibarrooms.com,,"Éibar, Pais Vasco, Spain"
Hermes Trade,https://www.crunchbase.com/organization/hermes-trade,"Trading Platform, Water Purification","Hermes supplies and offers services for water supply, heating, air conditioning, and ventilation systems.","916,238",,http://www.germes-trade.com.ua,,"Slavyansk, Donets'ka Oblast', Ukraine"
Blockchain Ladies,https://www.crunchbase.com/organization/blockchain-ladies,Blockchain,"Blockchain Ladies is more than a community, it is a virtual place where strong women inspire other strong women.","916,190",https://www.linkedin.com/company/blockchainladies/,,,"Napoli, Campania, Italy"
Zazinza,https://www.crunchbase.com/organization/zazinza,Information Technology,And you know where to go!,"916,168",,http://zazinza.com,,"Budapest, Budapest, Hungary"
Huxley Nice,https://www.crunchbase.com/organization/huxley-nice,"Advertising, Brand Marketing, Printing, Web Design","Huxley nice is an advertising agency that focuses on web design, brand development, printing, graphic design and online marketing.","916,044",https://www.linkedin.com/company/huxley-nice-agency/,http://www.niceagency.sk,,"Bratislava, Bratislava, Slovakia (Slovak Republic)"
ElectrikWalk,https://www.crunchbase.com/organization/electrikwalk,"Information Services, Information Technology",ElectrikWalk is a developing a connected slab system.,"915,947",https://www.linkedin.com/company/electrikwalk/,http://electrikwalk.fr/,Jean-Slégel Guillaume,"Paris, Ile-de-France, France"
Leverage Consulting Group,https://www.crunchbase.com/organization/leverage-consulting-group,"Consulting, Management Consulting",Leverage Consulting Group is a business management consultants firm.,"915,938",https://www.linkedin.com/company/leverage-consulting-group/,https://leverage.works,,"Calgary, Alberta, Canada"
teamSocial.cool,https://www.crunchbase.com/organization/teamsocial-cool,Social Media,Tools and services for Employee Generated Content that improve social media.,"915,909",,http://www.teamsocial.cool,,"San Jose, California, United States"
"WARM: Meet People, Make Friends, Build Relationships",https://www.crunchbase.com/organization/warm-meet-people-make-friends-build-relationships,"Communities, Lifestyle","WARM: Meet People, Make Friends, Build Relationships","915,869",,https://www.welcometowarm.com,Madeline Fedorova,"New York, New York, United States"
Pipeliner's Warehouse,https://www.crunchbase.com/organization/pipeliner-s-warehouse,"Construction, Oil and Gas",Pipeliner's Warehouse is a provider of consumable pipeline construction supplies to the U.S. midstream market.,"915,816",,,,"Houston, Texas, United States"
My Home Conversions,https://www.crunchbase.com/organization/my-home-conversions,Real Estate,Offering Various types of constructional conversions to UK residents.,"915,808",,http://myhomeconversions.co.uk,,"London, England, United Kingdom"
UpPointe Creations,https://www.crunchbase.com/organization/uppointe-creations,"3D Printing, Consumer, Fashion",UpPointe Creations aims to address the ankle and feet injuries of ballet dancers.,"915,553",,,,"Dublin, Dublin, Ireland"
Hubern S.r.l.s.,https://www.crunchbase.com/organization/hubern-s-r-l-s,Information Technology,Hubern Skyrockets your Idea,"915,515",https://www.linkedin.com/company/hubern,https://hubern.com,,"Roma, Lazio, Italy"
Clear Head Enterprises LLC,https://www.crunchbase.com/organization/clear-head-enterprises-llc,"Consulting, Fashion, Information Technology",Consulting services for Supply Chain activities in the Apparel industry,"915,453",,,Dan Dolgin,"New York, New York, United States"
Galv Park,https://www.crunchbase.com/organization/galv-park,Leisure,"Galv Park offers public parking for Galveston Island. Everything from one hour, all day, monthly, cruise parking and special event parking.","915,443",,https://www.galvpark.com/,,"Galveston, Texas, United States"
SmITfarm,https://www.crunchbase.com/organization/smitfarm,"Advertising, E-Commerce",Sm IT Farm is a fast growing IT farm in USA.,"915,384",,http://www.SmITfarm.com,,"Tucson, Arizona, United States"
Global Events,https://www.crunchbase.com/organization/global-events,"Event Management, Event Promotion, Events","GLOBAL EVENTS is an event company that offers services for business events, corporations, and product presentations.","915,117",,http://globalevents.lviv.ua,,"Lviv, L'vivs'ka Oblast', Ukraine"
Wanatool,https://www.crunchbase.com/organization/wanatool,Marketplace,Wanatool is a marketplace to find the professional you are looking for from a wide variety of services.,"914,978",https://www.linkedin.com/company/wanatool/,https://www.wanatool.com/,,"Madrid, Madrid, Spain"
Designbrains,https://www.crunchbase.com/organization/designbrains,"E-Commerce, Web Design, Web Development","Designbrains provide web design, web development, graphic design, web hosting, e-commerce, and online services.","914,973",https://www.linkedin.com/company/designbrains,https://www.designbrains.be,,"Heusden, Limburg, Belgium"
MAGAZIN.CV.UA,https://www.crunchbase.com/organization/magazin-cv-ua,"Children, E-Commerce, Toys","Magazin.cv.ua is an online store that supplies goods for children ranging from toys, games, clothing, etc.","914,920",,http://magazin.cv.ua,,"Chernivtsi, Chernivets'ka Oblast', Ukraine"
Ionn Inc.,https://www.crunchbase.com/organization/ionn-inc,Consulting,"We are a team of innovators from a variety of backgrounds: lawyers, doctors, artists, & beyond. Luckily we all speak a common language—tech.","914,835",,https://www.ionn.com/,,"Dallas, Texas, United States"
De Wolf Sébastien,https://www.crunchbase.com/organization/de-wolf-sébastien,"Apps, Billing, Consulting","De Wolf Sébastien is an IT consultancy that offers services for stock management, site monitoring, customer management, and billing system.","914,678",,http://sdewolf.be,,"Sart-dames-avelines, Brabant Wallon, Belgium"
Wraith SEO,https://www.crunchbase.com/organization/wraith-seo,"Consulting, E-Commerce, SEO, Software",Wraith SEO provides online marketing and software development services.,"914,592",,https://www.wraithseo.com/,,"London, England, United Kingdom"
Welcome to First Page Optimum,https://www.crunchbase.com/organization/welcome-to-first-page-optimum,,First Page Optimum,"914,554",,http://firstpageoptimum.com/,,"Pikesville, Maryland, United States"
Wolf Of Events,https://www.crunchbase.com/organization/wolf-of-events,"Event Management, Event Promotion, Events, Software",Wolf Of Events is a advanced software for events management.,"914,533",https://www.linkedin.com/company/wolf-of-events/,https://woe.global,,"Dublin, Dublin, Ireland"
Reclamacionex,https://www.crunchbase.com/organization/reclamacionex,"Legal, Online Portals",Reclamacionex is an online platform that has been operating in the Spanish market.,"914,456",,http://reclamacionex.com/,,"Madrid, Madrid, Spain"
I-window International,https://www.crunchbase.com/organization/i-window-international,"Architecture, Energy, Environmental Consulting, Renewable Energy",I-window International is a glass for properties with high demands on energy saving and indoor climate.,"914,317",https://www.linkedin.com/company/i-window-international/,https://i-window.se/,,"Uppsala, Uppsala Lan, Sweden"
